Rank	Gene	Entrez ID	Coexpression Score	P-Value	Description
885	CLN5	1203	0.8295	0.1221	ceroid-lipofuscinosis, neuronal 5
886	FMN1	342184	0.8293	1.0000	formin 1
887	ZNF776	284309	0.8290	0.1105	zinc finger protein 776
888	CLDN1	9076	0.8287	0.0150	claudin 1
889	MFGE8	4240	0.8286	0.0376	milk fat globule-EGF factor 8 protein
890	BTBD7	55727	0.8282	0.0404	BTB (POZ) domain containing 7
891	RBL2	5934	0.8281	0.1057	retinoblastoma-like 2 (p130)
892	UGCG	7357	0.8281	0.0338	UDP-glucose ceramide glucosyltransferase
893	UTRN	7402	0.8278	0.0442	utrophin
894	EMP2	2013	0.8275	0.0096	epithelial membrane protein 2
895	DEGS1	8560	0.8269	0.0873	delta(4)-desaturase, sphingolipid 1
896	OLFML2A	169611	0.8266	0.0380	olfactomedin-like 2A
897	IKZF2	22807	0.8262	0.0253	IKAROS family zinc finger 2 (Helios)
898	IL13RA1	3597	0.8260	0.0883	interleukin 13 receptor, alpha 1
899	MANBA	4126	0.8250	0.0560	mannosidase, beta A, lysosomal
900	ATG2B	55102	0.8247	0.0965	autophagy related 2B
901	FAM126B	285172	0.8247	0.1257	family with sequence similarity 126, member B
902	ANPEP	290	0.8242	0.0209	alanyl (membrane) aminopeptidase
903	CPEB4	80315	0.8239	0.0983	cytoplasmic polyadenylation element binding protein 4
904	KLHDC1	122773	0.8239	0.0939	kelch domain containing 1
905	MAP9	79884	0.8236	0.0176	microtubule-associated protein 9
906	BPGM	669	0.8235	0.0209	2,3-bisphosphoglycerate mutase
907	KIAA0513	9764	0.8229	0.0535	KIAA0513
908	WDFY3	23001	0.8221	0.0938	WD repeat and FYVE domain containing 3
909	HECW2	57520	0.8220	0.0106	HECT, C2 and WW domain containing E3 ubiquitin protein ligase 2
910	RALB	5899	0.8217	0.0578	v-ral simian leukemia viral oncogene homolog B (ras related; GTP binding protein)
911	EEA1	8411	0.8206	0.0981	early endosome antigen 1
912	GPX7	2882	0.8206	0.0098	glutathione peroxidase 7
913	AKAP13	11214	0.8204	0.0785	A kinase (PRKA) anchor protein 13
914	COL8A2	1296	0.8203	0.0342	collagen, type VIII, alpha 2
915	SMURF2	64750	0.8197	0.0693	SMAD specific E3 ubiquitin protein ligase 2
916	ARMCX1	51309	0.8195	0.0364	armadillo repeat containing, X-linked 1
917	SH2B3	10019	0.8193	0.0494	SH2B adaptor protein 3
918	NXPE3	91775	0.8189	0.0213	neurexophilin and PC-esterase domain family, member 3
919	TM6SF1	53346	0.8188	0.0342	transmembrane 6 superfamily member 1
920	EXTL2	2135	0.8187	0.0674	exostoses (multiple)-like 2
921	PAFAH1B1	5048	0.8185	0.1619	platelet-activating factor acetylhydrolase 1b, regulatory subunit 1 (45kDa)
922	MLL5	55904	0.8185	0.1221	myeloid/lymphoid or mixed-lineage leukemia 5 (trithorax homolog, Drosophila)
923	ANKMY2	57037	0.8182	0.0982	ankyrin repeat and MYND domain containing 2
924	SPRY4	81848	0.8178	0.0200	sprouty homolog 4 (Drosophila)
925	DRAM1	55332	0.8175	0.0713	DNA-damage regulated autophagy modulator 1
926	LIPA	3988	0.8170	0.0999	lipase A, lysosomal acid, cholesterol esterase
927	IFIT5	24138	0.8162	0.0676	interferon-induced protein with tetratricopeptide repeats 5
928	PAPSS1	9061	0.8160	0.0491	3-phosphoadenosine 5-phosphosulfate synthase 1
929	ELTD1	64123	0.8157	0.0384	EGF, latrophilin and seven transmembrane domain containing 1
930	SH3RF1	57630	0.8156	0.0154	SH3 domain containing ring finger 1
931	RPS6KA3	6197	0.8153	0.1008	ribosomal protein S6 kinase, 90kDa, polypeptide 3
932	CD109	135228	0.8151	0.0346	CD109 molecule
933	COL4A5	1287	0.8147	0.0191	collagen, type IV, alpha 5
934	SENP7	57337	0.8146	0.1472	SUMO1/sentrin specific peptidase 7
935	SPARCL1	8404	0.8140	0.0371	SPARC-like 1 (hevin)
936	NTM	50863	0.8135	0.0327	neurotrimin
937	PLEKHA2	59339	0.8133	0.0156	pleckstrin homology domain containing, family A (phosphoinositide binding specific) member 2
938	KIAA0408	9729	0.8133	0.0070	KIAA0408
939	SLC22A17	51310	0.8127	0.0425	solute carrier family 22, member 17
940	CYB5A	1528	0.8119	0.0331	cytochrome b5 type A (microsomal)
941	ROBO1	6091	0.8114	0.0159	roundabout, axon guidance receptor, homolog 1 (Drosophila)
942	FBXO38	81545	0.8109	0.1303	F-box protein 38
943	TEAD1	7003	0.8108	0.0352	TEA domain family member 1 (SV40 transcriptional enhancer factor)
944	HSPG2	3339	0.8104	0.0895	heparan sulfate proteoglycan 2
945	SECISBP2L	9728	0.8100	0.1164	SECIS binding protein 2-like
946	IFI44L	10964	0.8097	0.0381	interferon-induced protein 44-like
947	DSTN	11034	0.8091	0.1154	destrin (actin depolymerizing factor)
948	ITGA10	8515	0.8086	0.0353	integrin, alpha 10
949	HLF	3131	0.8085	0.0226	hepatic leukemia factor
950	PDE1A	5136	0.8083	0.0278	phosphodiesterase 1A, calmodulin-dependent
951	TOP2B	7155	0.8080	0.2119	topoisomerase (DNA) II beta 180kDa
952	CAP1	10487	0.8078	0.1085	CAP, adenylate cyclase-associated protein 1 (yeast)
953	FGF14	2259	0.8077	0.0259	fibroblast growth factor 14
954	MAGEH1	28986	0.8075	0.0315	melanoma antigen family H, 1
955	MECOM	2122	0.8075	0.0073	MDS1 and EVI1 complex locus
956	ZNF564	163050	0.8075	0.0722	zinc finger protein 564
957	LAMC1	3915	0.8073	0.0647	laminin, gamma 1 (formerly LAMB2)
958	FMOD	2331	0.8071	0.0519	fibromodulin
959	CREB3L2	64764	0.8069	0.0315	cAMP responsive element binding protein 3-like 2
960	KDELC1	79070	0.8065	0.0246	KDEL (Lys-Asp-Glu-Leu) containing 1
961	RSBN1	54665	0.8064	0.1368	round spermatid basic protein 1
962	CYSLTR1	10800	0.8062	0.0260	cysteinyl leukotriene receptor 1
963	FUT8	2530	0.8061	0.0148	fucosyltransferase 8 (alpha (1,6) fucosyltransferase)
964	VPS13D	55187	0.8060	0.0638	vacuolar protein sorting 13 homolog D (S. cerevisiae)
965	APCDD1	147495	0.8059	0.0099	adenomatosis polyposis coli down-regulated 1
966	ECHDC1	55862	0.8058	0.1414	enoyl CoA hydratase domain containing 1
967	ZBTB8A	653121	0.8057	0.0218	zinc finger and BTB domain containing 8A
968	RAB33B	83452	0.8056	0.0728	RAB33B, member RAS oncogene family
969	OGN	4969	0.8052	0.0275	osteoglycin
970	HIAT1	64645	0.8051	0.1661	hippocampus abundant transcript 1
971	TLR2	7097	0.8050	0.0478	toll-like receptor 2
972	DOK6	220164	0.8049	0.0200	docking protein 6
973	SLU7	10569	0.8045	0.1748	SLU7 splicing factor homolog (S. cerevisiae)
974	MFSD4	148808	0.8040	0.0048	major facilitator superfamily domain containing 4
975	SYNPO	11346	0.8038	0.0872	synaptopodin
976	PALMD	54873	0.8033	0.0213	palmdelphin
977	TLN2	83660	0.8032	0.0301	talin 2
978	ZFP3	124961	0.8031	0.0150	zinc finger protein 3 homolog (mouse)
979	CARD16	114769	0.8030	0.0509	caspase recruitment domain family, member 16
980	NMT2	9397	0.8025	0.0332	N-myristoyltransferase 2
981	SPATA6	54558	0.8022	0.0264	spermatogenesis associated 6
982	TRIM2	23321	0.8020	0.0335	tripartite motif containing 2
983	CDH6	1004	0.8019	0.0300	cadherin 6, type 2, K-cadherin (fetal kidney)
984	TMEM87B	84910	0.8019	0.1425	transmembrane protein 87B
985	PSD3	23362	0.8017	0.0320	pleckstrin and Sec7 domain containing 3
986	SEPT7	989	0.8017	0.1499	septin 7
987	OLR1	4973	0.8016	0.0134	oxidized low density lipoprotein (lectin-like) receptor 1
988	VCAN	1462	0.8011	0.0468	versican
989	GAS1	2619	0.8010	0.0308	growth arrest-specific 1
990	PGM5	5239	0.8007	0.0378	phosphoglucomutase 5
991	TMEM237	65062	0.8006	0.0734	transmembrane protein 237
992	MOB1B	92597	0.8004	0.1318	MOB kinase activator 1B
993	TGFBI	7045	0.8003	0.0559	transforming growth factor, beta-induced, 68kDa
994	COX7A1	1346	0.7999	0.0428	cytochrome c oxidase subunit VIIa polypeptide 1 (muscle)
995	CEP112	201134	0.7997	0.0300	centrosomal protein 112kDa
996	KCNT2	343450	0.7995	0.0293	potassium channel, subfamily T, member 2
997	FAM13A	10144	0.7994	0.0251	family with sequence similarity 13, member A
998	RAB14	51552	0.7992	0.1417	RAB14, member RAS oncogene family
999	IRF2BPL	64207	0.7990	0.0113	interferon regulatory factor 2 binding protein-like
1000	TOX	9760	0.7985	0.0066	thymocyte selection-associated high mobility group box
1001	TSPYL1	7259	0.7985	0.0856	TSPY-like 1
1002	TK2	7084	0.7983	0.0622	thymidine kinase 2, mitochondrial
1003	ATP9A	10079	0.7974	0.0423	ATPase, class II, type 9A
1004	CEP85L	387119	0.7962	1.0000	centrosomal protein 85kDa-like
1005	KRCC1	51315	0.7961	0.1567	lysine-rich coiled-coil 1
1006	IFIT2	3433	0.7960	0.0554	interferon-induced protein with tetratricopeptide repeats 2
1007	CORO2B	10391	0.7958	0.0266	coronin, actin binding protein, 2B
1008	RNF180	285671	0.7958	0.0222	ring finger protein 180
1009	PTPRK	5796	0.7953	0.0423	protein tyrosine phosphatase, receptor type, K
1010	FBN2	2201	0.7953	0.0060	fibrillin 2
1011	PXK	54899	0.7950	0.0363	PX domain containing serine/threonine kinase
1012	ASPN	54829	0.7950	0.0243	asporin
1013	ZCWPW2	152098	0.7946	0.0123	zinc finger, CW type with PWWP domain 2
1014	MTR	4548	0.7939	0.1313	5-methyltetrahydrofolate-homocysteine methyltransferase
1015	SFTA1P	207107	0.7936	0.0050	surfactant associated 1, pseudogene
1016	FRYL	285527	0.7935	0.1480	FRY-like
1017	IFNGR1	3459	0.7935	0.1366	interferon gamma receptor 1
1018	ZNF561	93134	0.7932	0.0668	zinc finger protein 561
1019	C9ORF3	84909	0.7931	0.0078	chromosome 9 open reading frame 3
1020	TMEM87A	25963	0.7928	0.0997	transmembrane protein 87A
1021	CEP120	153241	0.7928	0.1741	centrosomal protein 120kDa
1022	DUSP6	1848	0.7927	0.0267	dual specificity phosphatase 6
1023	SMPD1	6609	0.7924	0.0909	sphingomyelin phosphodiesterase 1, acid lysosomal
1024	PLEKHG1	57480	0.7922	0.0139	pleckstrin homology domain containing, family G (with RhoGef domain) member 1
1025	SPTAN1	6709	0.7922	0.0941	spectrin, alpha, non-erythrocytic 1
1026	CTTNBP2	83992	0.7918	0.0046	cortactin binding protein 2
1027	PRKD3	23683	0.7915	0.1425	protein kinase D3
1028	MIR22HG	84981	0.7911	0.0687	MIR22 host gene (non-protein coding)
1029	NFKBIZ	64332	0.7907	0.0490	nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor, zeta
1030	JKAMP	51528	0.7902	0.2090	JNK1/MAPK8-associated membrane protein
1031	OGFRL1	79627	0.7901	0.0280	opioid growth factor receptor-like 1
1032	NYNRIN	57523	0.7901	0.0300	NYN domain and retroviral integrase containing
1033	SERPINH1	871	0.7898	0.0545	serpin peptidase inhibitor, clade H (heat shock protein 47), member 1, (collagen binding protein 1)
1034	ZFYVE20	64145	0.7893	0.0228	zinc finger, FYVE domain containing 20
1035	SVIL	6840	0.7889	0.0323	supervillin
1036	SEPP1	6414	0.7889	0.0552	selenoprotein P, plasma, 1
1037	C11ORF70	85016	0.7887	0.0108	chromosome 11 open reading frame 70
1038	PCNXL4	64430	0.7884	0.2362	pecanex-like 4 (Drosophila)
1039	DHX29	54505	0.7879	0.2470	DEAH (Asp-Glu-Ala-His) box polypeptide 29
1040	FLRT2	23768	0.7878	0.0449	fibronectin leucine rich transmembrane protein 2
1041	UBE2Q2	92912	0.7876	0.1532	ubiquitin-conjugating enzyme E2Q family member 2
1042	S1PR1	1901	0.7876	0.0398	sphingosine-1-phosphate receptor 1
1043	PDLIM1	9124	0.7873	0.0141	PDZ and LIM domain 1
1044	HPGDS	27306	0.7873	0.0244	hematopoietic prostaglandin D synthase
1045	CMAHP	8418	0.7871	0.0260	cytidine monophospho-N-acetylneuraminic acid hydroxylase, pseudogene
1046	RHOBTB3	22836	0.7870	0.0258	Rho-related BTB domain containing 3
1047	CCDC126	90693	0.7870	0.1165	coiled-coil domain containing 126
1048	PURA	5813	0.7865	0.0487	purine-rich element binding protein A
1049	ARHGEF17	9828	0.7863	0.0940	Rho guanine nucleotide exchange factor (GEF) 17
1050	TPRG1L	127262	0.7860	0.0756	tumor protein p63 regulated 1-like
1051	C1ORF21	81563	0.7848	0.0166	chromosome 1 open reading frame 21
1052	PLAC8	51316	0.7846	0.0165	placenta-specific 8
1053	VAMP4	8674	0.7842	0.1331	vesicle-associated membrane protein 4
1054	SKI	6497	0.7838	0.0297	v-ski sarcoma viral oncogene homolog (avian)
1055	CXCL12	6387	0.7838	0.0497	chemokine (C-X-C motif) ligand 12
1056	CAST	831	0.7831	0.1268	calpastatin
1057	SULF1	23213	0.7831	0.0543	sulfatase 1
1058	ODZ4	26011	0.7821	0.0160	odz, odd Oz/ten-m homolog 4 (Drosophila)
1059	GCC2	9648	0.7815	0.1859	GRIP and coiled-coil domain containing 2
1060	AMOTL1	154810	0.7815	0.0163	angiomotin like 1
1061	UBR1	197131	0.7809	0.1982	ubiquitin protein ligase E3 component n-recognin 1
1062	ZAK	51776	0.7808	0.0255	sterile alpha motif and leucine zipper containing kinase AZK
1063	DOCK7	85440	0.7803	0.1147	dedicator of cytokinesis 7
1064	NPR2	4882	0.7800	0.0322	natriuretic peptide receptor B/guanylate cyclase B (atrionatriuretic peptide receptor B)
1065	PEA15	8682	0.7799	0.0810	phosphoprotein enriched in astrocytes 15
1066	ZNF43	7594	0.7795	0.0543	zinc finger protein 43
1067	MRGPRF	116535	0.7792	0.0426	MAS-related GPR, member F
1068	CD1C	911	0.7790	0.0437	CD1c molecule
1069	TACC1	6867	0.7780	0.0694	transforming, acidic coiled-coil containing protein 1
1070	SHC3	53358	0.7778	0.0511	SHC (Src homology 2 domain containing) transforming protein 3
1071	C21ORF7	56911	0.7776	0.0135	chromosome 21 open reading frame 7
1072	DCUN1D3	123879	0.7773	0.0157	DCN1, defective in cullin neddylation 1, domain containing 3 (S. cerevisiae)
1073	CLSTN1	22883	0.7766	0.0921	calsyntenin 1
1074	ADARB1	104	0.7764	0.0225	adenosine deaminase, RNA-specific, B1
1075	CIRBP	1153	0.7764	0.0744	cold inducible RNA binding protein
1076	RUNX2	860	0.7763	0.0551	runt-related transcription factor 2
1077	KIAA1109	84162	0.7759	0.1262	KIAA1109
1078	FGF1	2246	0.7759	0.0590	fibroblast growth factor 1 (acidic)
1079	CORIN	10699	0.7758	0.0156	corin, serine peptidase
1080	GBP3	2635	0.7756	0.0578	guanylate binding protein 3
1081	ADAM9	8754	0.7755	0.1432	ADAM metallopeptidase domain 9
1082	CACNA1C	775	0.7754	0.1332	calcium channel, voltage-dependent, L type, alpha 1C subunit
1083	KIAA2026	158358	0.7753	0.1554	KIAA2026
1084	C7ORF23	79161	0.7747	0.0654	chromosome 7 open reading frame 23
1085	CUBN	8029	0.7746	0.0102	cubilin (intrinsic factor-cobalamin receptor)
1086	TMEM8B	51754	0.7744	0.0565	transmembrane protein 8B
1087	PLXNB2	23654	0.7742	0.1205	plexin B2
1088	VASN	114990	0.7742	0.0451	vasorin
1089	ZNF189	7743	0.7740	0.1101	zinc finger protein 189
1090	FMN2	56776	0.7734	0.0201	formin 2
1091	KIAA0355	9710	0.7728	0.0898	KIAA0355
1092	OMD	4958	0.7725	0.0393	osteomodulin
1093	NCOA4	8031	0.7723	0.1220	nuclear receptor coactivator 4
1094	COL1A1	1277	0.7717	0.0645	collagen, type I, alpha 1
1095	ZNF805	390980	0.7713	0.1391	zinc finger protein 805
1096	ZNF441	126068	0.7709	0.0398	zinc finger protein 441
1097	HBP1	26959	0.7707	0.1455	HMG-box transcription factor 1
1098	MXRA8	54587	0.7702	0.1012	matrix-remodelling associated 8
1099	SBF2	81846	0.7698	0.1231	SET binding factor 2
1100	CCDC146	57639	0.7696	0.0596	coiled-coil domain containing 146
1101	EFCAB1	79645	0.7696	0.0362	EF-hand calcium binding domain 1
1102	ZNF83	55769	0.7694	0.1385	zinc finger protein 83
1103	CTDSP2	10106	0.7693	0.0329	CTD (carboxy-terminal domain, RNA polymerase II, polypeptide A) small phosphatase 2
1104	BBS7	55212	0.7689	0.1651	Bardet-Biedl syndrome 7
1105	LZTFL1	54585	0.7682	0.1403	leucine zipper transcription factor-like 1
1106	IFI16	3428	0.7681	0.0981	interferon, gamma-inducible protein 16
1107	FAT3	120114	0.7677	0.0199	FAT tumor suppressor homolog 3 (Drosophila)
1108	SERPING1	710	0.7674	0.0656	serpin peptidase inhibitor, clade G (C1 inhibitor), member 1
1109	CLEC2B	9976	0.7672	0.0489	C-type lectin domain family 2, member B
1110	CSRP1	1465	0.7669	0.0689	cysteine and glycine-rich protein 1
1111	ST3GAL6	10402	0.7669	0.0149	ST3 beta-galactoside alpha-2,3-sialyltransferase 6
1112	GGT5	2687	0.7668	0.0936	gamma-glutamyltransferase 5
1113	RNF38	152006	0.7665	0.1262	ring finger protein 38
1114	SLC1A1	6505	0.7662	0.0084	solute carrier family 1 (neuronal/epithelial high affinity glutamate transporter, system Xag), member 1
1115	NMRK1	54981	0.7653	0.0848	nicotinamide riboside kinase 1
1116	FAM179B	23116	0.7651	0.2119	family with sequence similarity 179, member B
1117	EDEM3	80267	0.7647	0.1656	ER degradation enhancer, mannosidase alpha-like 3
1118	MARCKS	4082	0.7646	0.0500	myristoylated alanine-rich protein kinase C substrate
1119	LMO3	55885	0.7645	0.0277	LIM domain only 3 (rhombotin-like 2)
1120	PON2	5445	0.7640	0.0729	paraoxonase 2
1121	USP47	55031	0.7634	0.1716	ubiquitin specific peptidase 47
1122	NPTN	27020	0.7632	0.1513	neuroplastin
1123	SETD7	80854	0.7629	0.0648	SET domain containing (lysine methyltransferase) 7
1124	SNX13	23161	0.7629	0.1764	sorting nexin 13
1125	RRM2B	50484	0.7622	0.1192	ribonucleotide reductase M2 B (TP53 inducible)
1126	ST8SIA1	6489	0.7621	0.0082	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 1
1127	TMEM66	51669	0.7618	0.1555	transmembrane protein 66
1128	CELF2	10659	0.7617	0.0437	CUGBP, Elav-like family member 2
1129	WDFY1	57590	0.7617	0.0842	WD repeat and FYVE domain containing 1
1130	GFRA1	2674	0.7615	0.0179	GDNF family receptor alpha 1
1131	PPP3CB	5532	0.7610	0.0855	protein phosphatase 3, catalytic subunit, beta isozyme
1132	C1R	715	0.7606	0.0765	complement component 1, r subcomponent
1133	TERF2IP	54386	0.7605	0.0559	telomeric repeat binding factor 2, interacting protein
1134	ATP2B4	493	0.7601	0.0585	ATPase, Ca++ transporting, plasma membrane 4
1135	GPR161	23432	0.7601	0.0591	G protein-coupled receptor 161
1136	TMEM159	57146	0.7598	0.0185	transmembrane protein 159
1137	SCARA3	51435	0.7597	0.0254	scavenger receptor class A, member 3
1138	ARID5B	84159	0.7597	0.0441	AT rich interactive domain 5B (MRF1-like)
1139	SCUBE3	222663	0.7591	0.0270	signal peptide, CUB domain, EGF-like 3
1140	PTPRE	5791	0.7580	0.0704	protein tyrosine phosphatase, receptor type, E
1141	CPNE2	221184	0.7580	0.0434	copine II
1142	F8	2157	0.7575	0.0337	coagulation factor VIII, procoagulant component
1143	N4BP2L1	90634	0.7564	0.0783	NEDD4 binding protein 2-like 1
1144	CRTAP	10491	0.7564	0.0534	cartilage associated protein
1145	NCKAP5	344148	0.7558	0.0045	NCK-associated protein 5
1146	FAM43A	131583	0.7557	0.0115	family with sequence similarity 43, member A
1147	CASC4	113201	0.7554	0.1691	cancer susceptibility candidate 4
1148	SEMA6D	80031	0.7553	0.0505	sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6D
1149	DOCK1	1793	0.7550	0.0482	dedicator of cytokinesis 1
1150	BNIP2	663	0.7547	0.1937	BCL2/adenovirus E1B 19kDa interacting protein 2
1151	KCTD18	130535	0.7546	0.1783	potassium channel tetramerisation domain containing 18
1152	GALNTL1	57452	0.7546	0.0289	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase-like 1
1153	KCNJ15	3772	0.7545	0.0359	potassium inwardly-rectifying channel, subfamily J, member 15
1154	DDX60	55601	0.7544	0.1036	DEAD (Asp-Glu-Ala-Asp) box polypeptide 60
1155	ZNF501	115560	0.7543	0.0090	zinc finger protein 501
1156	HPGD	3248	0.7540	0.0071	hydroxyprostaglandin dehydrogenase 15-(NAD)
1157	FAM20C	56975	0.7539	0.0461	family with sequence similarity 20, member C
1158	GADD45A	1647	0.7539	0.0365	growth arrest and DNA-damage-inducible, alpha
1159	TPSAB1	7177	0.7534	0.0626	tryptase alpha/beta 1
1160	RABGAP1	23637	0.7528	0.1397	RAB GTPase activating protein 1
1161	OLFML3	56944	0.7528	0.0595	olfactomedin-like 3
1162	CRYBG3	131544	0.7526	0.0623	beta-gamma crystallin domain containing 3
1163	GOPC	57120	0.7524	0.1794	golgi-associated PDZ and coiled-coil motif containing
1164	COL4A3BP	10087	0.7523	0.1064	collagen, type IV, alpha 3 (Goodpasture antigen) binding protein
1165	STXBP5	134957	0.7519	0.1165	syntaxin binding protein 5 (tomosyn)
1166	FEZ1	9638	0.7516	0.0367	fasciculation and elongation protein zeta 1 (zygin I)
1167	TPM2	7169	0.7513	0.0430	tropomyosin 2 (beta)
1168	BCL6	604	0.7511	0.0634	B-cell CLL/lymphoma 6
1169	OSBPL1A	114876	0.7507	0.0322	oxysterol binding protein-like 1A
1170	CHMP3	51652	0.7505	0.0480	charged multivesicular body protein 3
1171	ERBB2IP	55914	0.7499	0.2306	erbb2 interacting protein
1172	ZFYVE21	79038	0.7498	0.0527	zinc finger, FYVE domain containing 21
1173	TMF1	7110	0.7498	0.2342	TATA element modulatory factor 1
1174	DMD	1756	0.7496	0.0191	dystrophin
1175	FGL2	10875	0.7495	0.0640	fibrinogen-like 2
1176	ZNF611	81856	0.7494	0.0616	zinc finger protein 611
1177	INHBB	3625	0.7487	0.0076	inhibin, beta B
1178	ALOX5AP	241	0.7486	0.0598	arachidonate 5-lipoxygenase-activating protein
1179	C2CD2	25966	0.7485	0.0173	C2 calcium-dependent domain containing 2
1180	CAB39	51719	0.7483	0.1711	calcium binding protein 39
1181	FBXO3	26273	0.7482	0.2387	F-box protein 3
1182	ANKFY1	51479	0.7480	0.0563	ankyrin repeat and FYVE domain containing 1
1183	TYRP1	7306	0.7477	0.0067	tyrosinase-related protein 1
1184	KDELR3	11015	0.7471	0.0531	KDEL (Lys-Asp-Glu-Leu) endoplasmic reticulum protein retention receptor 3
1185	HEPH	9843	0.7470	0.0279	hephaestin
1186	ARL6IP5	10550	0.7463	0.1679	ADP-ribosylation-like factor 6 interacting protein 5
1187	MAN1A2	10905	0.7463	0.0827	mannosidase, alpha, class 1A, member 2
1188	SPTLC2	9517	0.7463	0.0393	serine palmitoyltransferase, long chain base subunit 2
1189	HHIP	64399	0.7462	0.0074	hedgehog interacting protein
1190	EDEM1	9695	0.7462	0.0547	ER degradation enhancer, mannosidase alpha-like 1
1191	PRMT2	3275	0.7461	0.0579	protein arginine methyltransferase 2
1192	C2ORF63	130162	0.7451	0.0559	chromosome 2 open reading frame 63
1193	PPM1M	132160	0.7451	0.0891	protein phosphatase, Mg2+/Mn2+ dependent, 1M
1194	ABCA1	19	0.7449	0.0652	ATP-binding cassette, sub-family A (ABC1), member 1
1195	C10ORF32	119032	0.7448	0.1347	chromosome 10 open reading frame 32
1196	RNF150	57484	0.7447	0.0195	ring finger protein 150
1197	N4BP1	9683	0.7446	0.0583	NEDD4 binding protein 1
1198	ZFHX3	463	0.7444	0.0385	zinc finger homeobox 3
1199	THBS2	7058	0.7442	0.0540	thrombospondin 2
1200	ANGPTL1	9068	0.7436	0.0286	angiopoietin-like 1
1201	SLIT3	6586	0.7435	0.0877	slit homolog 3 (Drosophila)
1202	SDC4	6385	0.7426	0.0399	syndecan 4
1203	ZNF264	9422	0.7426	0.0603	zinc finger protein 264
1204	BTN3A3	10384	0.7423	0.1042	butyrophilin, subfamily 3, member A3
1205	FGF2	2247	0.7415	0.0301	fibroblast growth factor 2 (basic)
1206	RASSF2	9770	0.7415	0.0552	Ras association (RalGDS/AF-6) domain family member 2
1207	NR2F1	7025	0.7410	0.0300	nuclear receptor subfamily 2, group F, member 1
1208	RERG	85004	0.7409	0.0191	RAS-like, estrogen-regulated, growth inhibitor
1209	TCEAL3	85012	0.7408	0.0209	transcription elongation factor A (SII)-like 3
1210	ACSL1	2180	0.7398	0.0611	acyl-CoA synthetase long-chain family member 1
1211	SLC12A2	6558	0.7396	0.0469	solute carrier family 12 (sodium/potassium/chloride transporters), member 2
1212	SAP30L	79685	0.7389	0.0601	SAP30-like
1213	COL16A1	1307	0.7385	0.0588	collagen, type XVI, alpha 1
1214	RAB11FIP2	22841	0.7382	0.1765	RAB11 family interacting protein 2 (class I)
1215	HOOK3	84376	0.7376	0.1777	hook homolog 3 (Drosophila)
1216	ZNF20	7568	0.7374	0.0183	zinc finger protein 20
1217	ZNF211	10520	0.7373	0.0737	zinc finger protein 211
1218	MAMLD1	10046	0.7373	0.0243	mastermind-like domain containing 1
1219	PTPLAD2	401494	0.7369	0.0520	protein tyrosine phosphatase-like A domain containing 2
1220	CERK	64781	0.7367	0.0212	ceramide kinase
1221	ANXA5	308	0.7366	0.1257	annexin A5
1222	C5ORF62	85027	0.7363	0.0224	chromosome 5 open reading frame 62
1223	TMEM100	55273	0.7363	0.0159	transmembrane protein 100
1224	ANKRA2	57763	0.7360	0.2036	ankyrin repeat, family A (RFXANK-like), 2
1225	PCDHB10	56126	0.7359	0.0260	protocadherin beta 10
1226	KIAA1430	57587	0.7359	0.1765	KIAA1430
1227	TRIL	9865	0.7358	0.0332	TLR4 interactor with leucine-rich repeats
1228	RGS3	5998	0.7357	0.0132	regulator of G-protein signaling 3
1229	PENK	5179	0.7353	0.0124	proenkephalin
1230	TMOD2	29767	0.7348	0.0273	tropomodulin 2 (neuronal)
1231	PDLIM2	64236	0.7341	0.0439	PDZ and LIM domain 2 (mystique)
1232	GNPDA2	132789	0.7339	0.1829	glucosamine-6-phosphate deaminase 2
1233	ISLR	3671	0.7337	0.0635	immunoglobulin superfamily containing leucine-rich repeat
1234	CLK4	57396	0.7332	0.1871	CDC-like kinase 4
1235	REEP5	7905	0.7332	0.1355	receptor accessory protein 5
1236	CTSC	1075	0.7332	0.0682	cathepsin C
1237	ATP11B	23200	0.7329	0.1631	ATPase, class VI, type 11B
1238	GPD1L	23171	0.7325	0.0480	glycerol-3-phosphate dehydrogenase 1-like
1239	SCARF2	91179	0.7323	0.1128	scavenger receptor class F, member 2
1240	COL14A1	7373	0.7321	0.0700	collagen, type XIV, alpha 1
1241	ZFP112	7771	0.7313	0.0874	zinc finger protein 112 homolog (mouse)
1242	RFX7	64864	0.7312	0.1333	regulatory factor X, 7
1243	RNF145	153830	0.7312	0.0327	ring finger protein 145
1244	ZNF708	7562	0.7311	0.0902	zinc finger protein 708
1245	FARP1	10160	0.7309	0.0352	FERM, RhoGEF (ARHGEF) and pleckstrin domain protein 1 (chondrocyte-derived)
1246	ANXA1	301	0.7302	0.0999	annexin A1
1247	FAM161B	145483	0.7300	0.0147	family with sequence similarity 161, member B
1248	C21ORF91	54149	0.7298	0.0538	chromosome 21 open reading frame 91
1249	CEP68	23177	0.7294	0.0922	centrosomal protein 68kDa
1250	GSPT2	23708	0.7293	0.0411	G1 to S phase transition 2
1251	COL10A1	1300	0.7292	0.0474	collagen, type X, alpha 1
