Rank	Gene	Entrez ID	Coexpression Score	P-Value	Description
5611	MAGEB2	4113	0.2292	0.1957	melanoma antigen family B, 2
5612	ATP6V0D2	245972	0.2292	0.2274	ATPase, H+ transporting, lysosomal 38kDa, V0 subunit d2
5613	ZNF579	163033	0.2292	0.3454	zinc finger protein 579
5614	WBSCR27	155368	0.2292	0.2724	Williams Beuren syndrome chromosome region 27
5615	EFCAB13	124989	0.2292	0.1824	EF-hand calcium binding domain 13
5616	TMC1	117531	0.2292	0.2238	transmembrane channel-like 1
5617	ARHGAP32	9743	0.2285	0.2762	Rho GTPase activating protein 32
5618	HPSE2	60495	0.2285	0.3628	heparanase 2
5619	CYP2W1	54905	0.2285	0.3060	cytochrome P450, family 2, subfamily W, polypeptide 1
5620	PKP1	5317	0.2285	0.3594	plakophilin 1 (ectodermal dysplasia/skin fragility syndrome)
5621	SETD8	387893	0.2285	0.2497	SET domain containing (lysine methyltransferase) 8
5622	SKIDA1	387640	0.2285	0.1166	SKI/DACH domain containing 1
5623	JUND	3727	0.2285	0.2774	jun D proto-oncogene
5624	ESPNL	339768	0.2285	0.3464	espin-like
5625	OR8D2	283160	0.2285	0.2603	olfactory receptor, family 8, subfamily D, member 2
5626	MED13L	23389	0.2285	0.3640	mediator complex subunit 13-like
5627	ADNP2	22850	0.2285	0.4221	ADNP homeobox 2
5628	EMD	2010	0.2285	0.3139	emerin
5629	IQCF1	132141	0.2285	0.2695	IQ motif containing F1
5630	RAB3C	115827	0.2285	0.1045	RAB3C, member RAS oncogene family
5631	OR5I1	10798	0.2285	0.3290	olfactory receptor, family 5, subfamily I, member 1
5632	NCOA2	10499	0.2285	0.3580	nuclear receptor coactivator 2
5633	PCDHA9	9752	0.2277	0.2931	protocadherin alpha 9
5634	USP6	9098	0.2277	0.2169	ubiquitin specific peptidase 6 (Tre-2 oncogene)
5635	ESYT3	83850	0.2277	0.1972	extended synaptotagmin-like protein 3
5636	VLDLR	7436	0.2277	0.2837	very low density lipoprotein receptor
5637	WNK2	65268	0.2277	0.3182	WNK lysine deficient protein kinase 2
5638	SLC5A7	60482	0.2277	0.3235	solute carrier family 5 (choline transporter), member 7
5639	RAD51B	5890	0.2277	0.2222	RAD51 homolog B (S. cerevisiae)
5640	PLXDC1	57125	0.2277	0.2836	plexin domain containing 1
5641	FEM1C	56929	0.2277	0.4209	fem-1 homolog c (C. elegans)
5642	PCDHB12	56124	0.2277	0.3097	protocadherin beta 12
5643	DIRAS2	54769	0.2277	0.1224	DIRAS family, GTP-binding RAS-like 2
5644	PAEP	5047	0.2277	0.2645	progestagen-associated endometrial protein
5645	OVOL1	5017	0.2277	0.3361	ovo-like 1(Drosophila)
5646	C17ORF51	339263	0.2277	0.2356	chromosome 17 open reading frame 51
5647	FBXO7	25793	0.2277	0.3922	F-box protein 7
5648	CES3	23491	0.2277	0.3275	carboxylesterase 3
5649	HIPK1	204851	0.2277	0.3656	homeodomain interacting protein kinase 1
5650	USP51	158880	0.2277	0.1487	ubiquitin specific peptidase 51
5651	OR1Q1	158131	0.2277	0.2437	olfactory receptor, family 1, subfamily Q, member 1
5652	ADRA2C	152	0.2277	0.3594	adrenoceptor alpha 2C
5653	CTRL	1506	0.2277	0.3332	chymotrypsin-like
5654	CLDN10	9071	0.2269	0.2376	claudin 10
5655	SPINK7	84651	0.2269	0.2324	serine peptidase inhibitor, Kazal type 7 (putative)
5656	DEFB126	81623	0.2269	0.2034	defensin, beta 126
5657	NRSN2	80023	0.2269	0.3442	neurensin 2
5658	FBXL17	64839	0.2269	0.1491	F-box and leucine-rich repeat protein 17
5659	ZNF674	641339	0.2269	0.2191	zinc finger protein 674
5660	S100A1	6271	0.2269	0.3302	S100 calcium binding protein A1
5661	RARA	5914	0.2269	0.3819	retinoic acid receptor, alpha
5662	KLK7	5650	0.2269	0.3433	kallikrein-related peptidase 7
5663	FAM120C	54954	0.2269	0.1938	family with sequence similarity 120C
5664	SHANK2	22941	0.2269	0.2626	SH3 and multiple ankyrin repeat domains 2
5665	C20ORF201	198437	0.2269	0.3210	chromosome 20 open reading frame 201
5666	SPACA4	171169	0.2269	0.3292	sperm acrosome associated 4
5667	DPCR1	135656	0.2269	0.2824	diffuse panbronchiolitis critical region 1
5668	LOC100288860	100288860	0.2267	1.0000	uncharacterized LOC100288860
5669	LOC283856	283856	0.2264	1.0000	uncharacterized LOC283856
5670	COG3	83548	0.2262	0.4504	component of oligomeric golgi complex 3
5671	SYCE3	644186	0.2262	0.2801	synaptonemal complex central element protein 3
5672	MEPE	56955	0.2262	0.3666	matrix extracellular phosphoglycoprotein
5673	SPATA6L	55064	0.2262	0.1625	spermatogenesis associated 6-like
5674	SLCO1C1	53919	0.2262	0.2881	solute carrier organic anion transporter family, member 1C1
5675	NPY1R	4886	0.2262	0.1956	neuropeptide Y receptor Y1
5676	GLDC	2731	0.2262	0.1620	glycine dehydrogenase (decarboxylating)
5677	FGFR3	2261	0.2262	0.2410	fibroblast growth factor receptor 3
5678	ZNF599	148103	0.2262	0.1635	zinc finger protein 599
5679	PRDM7	11105	0.2262	0.1154	PR domain containing 7
5680	NHLRC2	374354	0.2256	0.4627	NHL repeat containing 2
5681	RD3	343035	0.2255	0.3194	retinal degeneration 3
5682	TNKS1BP1	85456	0.2254	0.2844	tankyrase 1 binding protein 1, 182kDa
5683	NBEAL1	65065	0.2254	0.4087	neurobeachin-like 1
5684	CTAGE1	64693	0.2254	0.2144	cutaneous T-cell lymphoma-associated antigen 1
5685	CALY	50632	0.2254	0.3176	calcyon neuron-specific vesicular protein
5686	MEP1A	4224	0.2254	0.2291	meprin A, alpha (PABA peptide hydrolase)
5687	ARHGAP6	395	0.2254	0.2534	Rho GTPase activating protein 6
5688	JAG2	3714	0.2254	0.3004	jagged 2
5689	IL6ST	3572	0.2254	0.3848	interleukin 6 signal transducer (gp130, oncostatin M receptor)
5690	SCARA5	286133	0.2254	0.2731	scavenger receptor class A, member 5 (putative)
5691	GLI3	2737	0.2254	0.3036	GLI family zinc finger 3
5692	SYNM	23336	0.2254	0.2164	synemin, intermediate filament protein
5693	MARCH8	220972	0.2254	0.2452	membrane-associated ring finger (C3HC4) 8, E3 ubiquitin protein ligase
5694	C5ORF58	133874	0.2254	0.1315	chromosome 5 open reading frame 58
5695	LRRC42	115353	0.2254	0.4262	leucine rich repeat containing 42
5696	SLC12A6	9990	0.2246	0.3046	solute carrier family 12 (potassium/chloride transporters), member 6
5697	SPCS2	9789	0.2246	0.3033	signal peptidase complex subunit 2 homolog (S. cerevisiae)
5698	KIAA1671	85379	0.2246	0.1869	KIAA1671
5699	IFITM1	8519	0.2246	0.2805	interferon induced transmembrane protein 1
5700	FIZ1	84922	0.2246	0.3439	FLT3-interacting zinc finger 1
5701	BFSP2	8419	0.2246	0.3134	beaded filament structural protein 2, phakinin
5702	SLC2A10	81031	0.2246	0.2588	solute carrier family 2 (facilitated glucose transporter), member 10
5703	SYT1	6857	0.2246	0.2019	synaptotagmin I
5704	AVPR2	554	0.2246	0.3808	arginine vasopressin receptor 2
5705	C19ORF73	55150	0.2246	0.3498	chromosome 19 open reading frame 73
5706	NLE1	54475	0.2246	0.3340	notchless homolog 1 (Drosophila)
5707	PALM	5064	0.2246	0.3581	paralemmin
5708	KCNK2	3776	0.2246	0.2310	potassium channel, subfamily K, member 2
5709	IGLL1	3543	0.2246	0.1503	immunoglobulin lambda-like polypeptide 1
5710	LOC286359	286359	0.2246	0.3168	uncharacterized LOC286359
5711	EFHA2	286097	0.2246	0.3701	EF-hand domain family, member A2
5712	ODF3L2	284451	0.2246	0.3377	outer dense fiber of sperm tails 3-like 2
5713	PLEK2	26499	0.2246	0.2229	pleckstrin 2
5714	CLDN14	23562	0.2246	0.3425	claudin 14
5715	FGF6	2251	0.2246	0.3736	fibroblast growth factor 6
5716	LPPR5	163404	0.2246	0.2252	lipid phosphate phosphatase-related protein type 5
5717	CCDC24	149473	0.2246	0.2797	coiled-coil domain containing 24
5718	ZSCAN12	9753	0.2238	0.3001	zinc finger and SCAN domain containing 12
5719	RASL10B	91608	0.2238	0.3507	RAS-like, family 10, member B
5720	TNFRSF4	7293	0.2238	0.3322	tumor necrosis factor receptor superfamily, member 4
5721	TMPRSS15	5651	0.2238	0.3036	transmembrane protease, serine 15
5722	PCDHGA9	56107	0.2238	0.3654	protocadherin gamma subfamily A, 9
5723	ZNF407	55628	0.2238	0.2641	zinc finger protein 407
5724	TNFRSF12A	51330	0.2238	0.3067	tumor necrosis factor receptor superfamily, member 12A
5725	OSM	5008	0.2238	0.2911	oncostatin M
5726	NKX2-2	4821	0.2238	0.1881	NK2 homeobox 2
5727	LOC441601	441601	0.2238	0.3317	septin 7 pseudogene
5728	LAMA5	3911	0.2238	0.2653	laminin, alpha 5
5729	SIGLEC8	27181	0.2238	0.3771	sialic acid binding Ig-like lectin 8
5730	LPAR3	23566	0.2238	0.3078	lysophosphatidic acid receptor 3
5731	MAPK8IP2	23542	0.2238	0.3799	mitogen-activated protein kinase 8 interacting protein 2
5732	ANKRD28	23243	0.2238	0.4417	ankyrin repeat domain 28
5733	PHLPP1	23239	0.2238	0.3314	PH domain and leucine rich repeat protein phosphatase 1
5734	FGF4	2249	0.2238	0.2956	fibroblast growth factor 4
5735	TMEM74	157753	0.2238	0.1593	transmembrane protein 74
5736	COL4A1	1282	0.2238	0.2514	collagen, type IV, alpha 1
5737	KIR3DL3	115653	0.2233	0.2442	killer cell immunoglobulin-like receptor, three domains, long cytoplasmic tail, 3
5738	MAPK8IP1	9479	0.2231	0.3019	mitogen-activated protein kinase 8 interacting protein 1
5739	SYTL5	94122	0.2231	0.1585	synaptotagmin-like 5
5740	ALX1	8092	0.2231	0.2681	ALX homeobox 1
5741	SPSB1	80176	0.2231	0.2978	splA/ryanodine receptor domain and SOCS box containing 1
5742	B3GNT4	79369	0.2231	0.3869	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 4
5743	ACTC1	70	0.2231	0.2332	actin, alpha, cardiac muscle 1
5744	TAF4B	6875	0.2231	0.3279	TAF4b RNA polymerase II, TATA box binding protein (TBP)-associated factor, 105kDa
5745	CDH22	64405	0.2231	0.3583	cadherin 22, type 2
5746	CPLX3	594855	0.2231	0.3737	complexin 3
5747	HMHB1	57824	0.2231	0.3171	histocompatibility (minor) HB-1
5748	PGM5-AS1	572558	0.2231	0.2363	PGM5 antisense RNA 1 (non-protein coding)
5749	SLC35F2	54733	0.2231	0.3515	solute carrier family 35, member F2
5750	GUCA2A	2980	0.2231	0.3783	guanylate cyclase activator 2A (guanylin)
5751	ABO	28	0.2231	0.3625	ABO blood group (transferase A, alpha 1-3-N-acetylgalactosaminyltransferase; transferase B, alpha 1-3-galactosyltransferase)
5752	IL17B	27190	0.2231	0.2982	interleukin 17B
5753	PXT1	222659	0.2231	0.1855	peroxisomal, testis specific 1
5754	CYP11B1	1584	0.2231	0.3497	cytochrome P450, family 11, subfamily B, polypeptide 1
5755	ADRA1B	147	0.2231	0.3486	adrenoceptor alpha 1B
5756	DCD	117159	0.2231	0.2581	dermcidin
5757	TAF6L	10629	0.2231	0.3208	TAF6-like RNA polymerase II, p300/CBP-associated factor (PCAF)-associated factor, 65kDa
5758	LINC00462	100129597	0.2229	1.0000	long intergenic non-protein coding RNA 462
5759	TMCC2	9911	0.2223	0.3686	transmembrane and coiled-coil domain family 2
5760	CA11	770	0.2223	0.2930	carbonic anhydrase XI
5761	RARB	5915	0.2223	0.3231	retinoic acid receptor, beta
5762	PMCH	5367	0.2223	0.1901	pro-melanin-concentrating hormone
5763	C22ORF43	51233	0.2223	0.2387	chromosome 22 open reading frame 43
5764	MMP16	4325	0.2223	0.3374	matrix metallopeptidase 16 (membrane-inserted)
5765	RHOH	399	0.2223	0.2179	ras homolog family member H
5766	HBM	3042	0.2223	0.2651	hemoglobin, mu
5767	CNN1	1264	0.2223	0.3026	calponin 1, basic, smooth muscle
5768	CLEC4GP1	440508	0.2218	0.3462	C-type lectin domain family 4, member G pseudogene 1
5769	KRT84	3890	0.2218	0.3244	keratin 84
5770	C10ORF112	340895	0.2218	1.0000	chromosome 10 open reading frame 112
5771	ZNF503-AS2	100131213	0.2218	0.3874	ZNF503 antisense RNA 2 (non-protein coding)
5772	LOC100130452	100130452	0.2218	1.0000	uncharacterized LOC100130452
5773	FLJ45340	402483	0.2217	0.2561	uncharacterized LOC402483
5774	LINC00518	221718	0.2217	0.1399	long intergenic non-protein coding RNA 518
5775	SUV39H2	79723	0.2215	0.3893	suppressor of variegation 3-9 homolog 2 (Drosophila)
5776	TACR3	6870	0.2215	0.3480	tachykinin receptor 3
5777	SLC5A5	6528	0.2215	0.3852	solute carrier family 5 (sodium iodide symporter), member 5
5778	IL21	59067	0.2215	0.2983	interleukin 21
5779	SAR1A	56681	0.2215	0.4047	SAR1 homolog A (S. cerevisiae)
5780	NPDC1	56654	0.2215	0.3027	neural proliferation, differentiation and control, 1
5781	FLJ20712	55025	0.2215	0.3428	uncharacterized FLJ20712
5782	C3ORF32	51066	0.2215	0.3387	chromosome 3 open reading frame 32
5783	KCNMA1	3778	0.2215	0.2891	potassium large conductance calcium-activated channel, subfamily M, alpha member 1
5784	ZNF354C	30832	0.2215	0.1681	zinc finger protein 354C
5785	FABP6	2172	0.2215	0.2920	fatty acid binding protein 6, ileal
5786	FAM9B	171483	0.2215	0.1172	family with sequence similarity 9, member B
5787	ZFP28	140612	0.2215	0.2719	zinc finger protein 28 homolog (mouse)
5788	LCN8	138307	0.2215	0.3034	lipocalin 8
5789	HOTAIR	100124700	0.2215	0.0872	HOX transcript antisense RNA (non-protein coding)
5790	AOC3	8639	0.2208	0.2340	amine oxidase, copper containing 3 (vascular adhesion protein 1)
5791	ADAM12	8038	0.2208	0.2955	ADAM metallopeptidase domain 12
5792	GRTP1	79774	0.2208	0.1911	growth hormone regulated TBC protein 1
5793	XDH	7498	0.2208	0.3481	xanthine dehydrogenase
5794	SKP1	6500	0.2208	0.4282	S-phase kinase-associated protein 1
5795	TTTY15	64595	0.2208	0.1350	testis-specific transcript, Y-linked 15 (non-protein coding)
5796	SCT	6343	0.2208	0.3203	secretin
5797	PURB	5814	0.2208	0.4140	purine-rich element binding protein B
5798	ZC3HAV1	56829	0.2208	0.4188	zinc finger CCCH-type, antiviral 1
5799	POLE2	5427	0.2208	0.3923	polymerase (DNA directed), epsilon 2, accessory subunit
5800	KCNJ1	3758	0.2208	0.3510	potassium inwardly-rectifying channel, subfamily J, member 1
5801	KCP	375616	0.2208	0.3398	kielin/chordin-like protein
5802	EMX1	2016	0.2208	0.3737	empty spiracles homeobox 1
5803	SCAMP5	192683	0.2208	0.3223	secretory carrier membrane protein 5
5804	TTC23L	153657	0.2208	0.2052	tetratricopeptide repeat domain 23-like
5805	SPTY2D1	144108	0.2208	0.4432	SPT2, Suppressor of Ty, domain containing 1 (S. cerevisiae)
5806	MST1P9	11223	0.2208	0.2523	macrophage stimulating 1 (hepatocyte growth factor-like) pseudogene 9
5807	STRAP	11171	0.2208	0.4384	serine/threonine kinase receptor associated protein
5808	ADCY3	109	0.2208	0.2637	adenylate cyclase 3
5809	PHF16	9767	0.2200	0.4162	PHD finger protein 16
5810	SYT8	90019	0.2200	0.3045	synaptotagmin VIII
5811	SPATA9	83890	0.2200	0.1016	spermatogenesis associated 9
5812	LINC00574	80069	0.2200	0.3532	long intergenic non-protein coding RNA 574
5813	PRKRIP1	79706	0.2200	0.2629	PRKR interacting protein 1 (IL11 inducible)
5814	PDZD4	57595	0.2200	0.3437	PDZ domain containing 4
5815	PTK7	5754	0.2200	0.2865	PTK7 protein tyrosine kinase 7
5816	C14ORF118	55668	0.2200	0.3378	chromosome 14 open reading frame 118
5817	LPPR1	54886	0.2200	0.2445	lipid phosphate phosphatase-related protein type 1
5818	NPTX1	4884	0.2200	0.2337	neuronal pentraxin I
5819	C12ORF68	387856	0.2200	0.3159	chromosome 12 open reading frame 68
5820	RCOR2	283248	0.2200	0.3306	REST corepressor 2
5821	HPGDS	27306	0.2200	0.2489	hematopoietic prostaglandin D synthase
5822	ST6GALNAC4	27090	0.2200	0.3024	ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 4
5823	PRSS36	146547	0.2200	0.3322	protease, serine, 36
5824	IL34	146433	0.2200	0.3463	interleukin 34
5825	ADCY8	114	0.2200	0.3337	adenylate cyclase 8 (brain)
5826	LECT1	11061	0.2200	0.3411	leukocyte cell derived chemotaxin 1
5827	SCGB1D2	10647	0.2200	0.2394	secretoglobin, family 1D, member 2
5828	PER2	8864	0.2192	0.2984	period homolog 2 (Drosophila)
5829	ELOVL7	79993	0.2192	0.3082	ELOVL fatty acid elongase 7
5830	MUL1	79594	0.2192	0.3210	mitochondrial E3 ubiquitin protein ligase 1
5831	BHLHE41	79365	0.2192	0.2164	basic helix-loop-helix family, member e41
5832	METTL16	79066	0.2192	0.3982	methyltransferase like 16
5833	SLC17A1	6568	0.2192	0.3073	solute carrier family 17 (sodium phosphate), member 1
5834	CCL17	6361	0.2192	0.3631	chemokine (C-C motif) ligand 17
5835	RAB3IL1	5866	0.2192	0.3999	RAB3A interacting protein (rabin3)-like 1
5836	ZNF416	55659	0.2192	0.3271	zinc finger protein 416
5837	LSR	51599	0.2192	0.2747	lipolysis stimulated lipoprotein receptor
5838	MAP1LC3C	440738	0.2192	0.2760	microtubule-associated protein 1 light chain 3 gamma
5839	ELFN1	392617	0.2192	0.2659	extracellular leucine-rich repeat and fibronectin type III domain containing 1
5840	KCNC4	3749	0.2192	0.3737	potassium voltage-gated channel, Shaw-related subfamily, member 4
5841	IFNA10	3446	0.2192	0.1899	interferon, alpha 10
5842	SMTNL2	342527	0.2192	0.2743	smoothelin-like 2
5843	GSTM5	2949	0.2192	0.3532	glutathione S-transferase mu 5
5844	AIPL1	23746	0.2192	0.3572	aryl hydrocarbon receptor interacting protein-like 1
5845	ZNF507	22847	0.2192	0.4519	zinc finger protein 507
5846	SCUBE3	222663	0.2192	0.3280	signal peptide, CUB domain, EGF-like 3
5847	IFLTD1	160492	0.2192	0.2789	intermediate filament tail domain containing 1
5848	SYT9	143425	0.2192	0.3255	synaptotagmin IX
5849	TCP10L	140290	0.2192	0.2182	t-complex 10 (mouse)-like
5850	TMEM182	130827	0.2192	0.3594	transmembrane protein 182
5851	CNR1	1268	0.2192	0.3292	cannabinoid receptor 1 (brain)
5852	GBP4	115361	0.2192	0.2582	guanylate binding protein 4
5853	SLC22A7	10864	0.2192	0.3778	solute carrier family 22 (organic anion transporter), member 7
5854	GDF11	10220	0.2192	0.2734	growth differentiation factor 11
5855	LOC401321	401321	0.2191	1.0000	uncharacterized LOC401321
5856	GNAT2	2780	0.2191	0.2949	guanine nucleotide binding protein (G protein), alpha transducing activity polypeptide 2
5857	LOC729173	729173	0.2188	1.0000	uncharacterized LOC729173
5858	CTIF	9811	0.2185	0.3920	CBP80/20-dependent translation initiation factor
5859	PLCH2	9651	0.2185	0.3626	phospholipase C, eta 2
5860	TAAR5	9038	0.2185	0.3504	trace amine associated receptor 5
5861	EMILIN3	90187	0.2185	0.2902	elastin microfibril interfacer 3
5862	SPTBN2	6712	0.2185	0.3631	spectrin, beta, non-erythrocytic 2
5863	RRN3P2	653390	0.2185	0.2243	RNA polymerase I transcription factor homolog (S. cerevisiae) pseudogene 2
5864	XPNPEP3	63929	0.2185	0.2837	X-prolyl aminopeptidase (aminopeptidase P) 3, putative
5865	BPESC1	60467	0.2185	0.1882	blepharophimosis, epicanthus inversus and ptosis, candidate 1 (non-protein coding)
5866	RAB25	57111	0.2185	0.2519	RAB25, member RAS oncogene family
5867	FRMD4A	55691	0.2185	0.1998	FERM domain containing 4A
5868	SYCP3	50511	0.2185	0.1221	synaptonemal complex protein 3
5869	CTXN1	404217	0.2185	0.3404	cortexin 1
5870	MAST4	375449	0.2185	0.2882	microtubule associated serine/threonine kinase family member 4
5871	HOXD11	3237	0.2185	0.3054	homeobox D11
5872	LINC00282	283521	0.2185	0.1836	long intergenic non-protein coding RNA 282
5873	WDR27	253769	0.2185	0.3116	WD repeat domain 27
5874	ABLIM3	22885	0.2185	0.2822	actin binding LIM protein family, member 3
5875	SATB2-AS1	150538	0.2185	0.3145	SATB2 antisense RNA 1 (non-protein coding)
5876	LOC144486	144486	0.2185	0.2845	uncharacterized LOC144486
5877	CRYGB	1419	0.2185	0.3346	crystallin, gamma B
5878	RCL1	10171	0.2185	0.3654	RNA terminal phosphate cyclase-like 1
5879	ITCH	83737	0.2177	0.4011	itchy E3 ubiquitin protein ligase
5880	COQ10B	80219	0.2177	0.4275	coenzyme Q10 homolog B (S. cerevisiae)
5881	ZNF442	79973	0.2177	0.1951	zinc finger protein 442
5882	ZMYM2	7750	0.2177	0.4327	zinc finger, MYM-type 2
5883	YES1	7525	0.2177	0.4544	v-yes-1 Yamaguchi sarcoma viral oncogene homolog 1
5884	SCNN1G	6340	0.2177	0.1348	sodium channel, non-voltage-gated 1, gamma subunit
5885	BDKRB1	623	0.2177	0.3276	bradykinin receptor B1
5886	GDPD2	54857	0.2177	0.3591	glycerophosphodiester phosphodiesterase domain containing 2
5887	VIT	5212	0.2177	0.2644	vitrin
5888	NOV	4856	0.2177	0.2304	nephroblastoma overexpressed
5889	MFI2	4241	0.2177	0.3232	antigen p97 (melanoma associated) identified by monoclonal antibodies 133.2 and 96.5
5890	HSD11B1	3290	0.2177	0.2420	hydroxysteroid (11-beta) dehydrogenase 1
5891	XKR6	286046	0.2177	0.1880	XK, Kell blood group complex subunit-related family, member 6
5892	FAM100B	283991	0.2177	0.2755	family with sequence similarity 100, member B
5893	KBTBD2	25948	0.2177	0.4427	kelch repeat and BTB (POZ) domain containing 2
5894	GGN	199720	0.2177	0.3641	gametogenetin
5895	GRIN3B	116444	0.2177	0.3174	glutamate receptor, ionotropic, N-methyl-D-aspartate 3B
5896	LOC100128071	100128071	0.2173	1.0000	uncharacterized LOC100128071
5897	FP588	92973	0.2169	0.4019	uncharacterized LOC92973
5898	IGSF21	84966	0.2169	0.2587	immunoglobin superfamily, member 21
5899	FAM166B	730112	0.2169	0.3189	family with sequence similarity 166, member B
5900	PLIN4	729359	0.2169	0.3627	perilipin 4
5901	SLCO2A1	6578	0.2169	0.3227	solute carrier organic anion transporter family, member 2A1
5902	RAPSN	5913	0.2169	0.3031	receptor-associated protein of the synapse
5903	PVALB	5816	0.2169	0.1660	parvalbumin
5904	SCYL2	55681	0.2169	0.4505	SCY1-like 2 (S. cerevisiae)
5905	MSL2	55167	0.2169	0.4386	male-specific lethal 2 homolog (Drosophila)
5906	DNAJC25	548645	0.2169	0.4256	DnaJ (Hsp40) homolog, subfamily C , member 25
5907	PF4V1	5197	0.2169	0.0876	platelet factor 4 variant 1
5908	NAP1L3	4675	0.2169	0.3570	nucleosome assembly protein 1-like 3
5909	LIG3	3980	0.2169	0.3530	ligase III, DNA, ATP-dependent
5910	MYLPF	29895	0.2169	0.3552	myosin light chain, phosphorylatable, fast skeletal muscle
5911	CCDC110	256309	0.2169	0.1685	coiled-coil domain containing 110
5912	NLRP6	171389	0.2169	0.2705	NLR family, pyrin domain containing 6
5913	RCAN2	10231	0.2169	0.2892	regulator of calcineurin 2
5914	FXYD2	486	0.2167	0.3168	FXYD domain containing ion transport regulator 2
5915	CCDC42B	387885	0.2167	0.3491	coiled-coil domain containing 42B
5916	C1ORF127	148345	0.2167	0.3538	chromosome 1 open reading frame 127
5917	OR5K1	26339	0.2164	0.1698	olfactory receptor, family 5, subfamily K, member 1
5918	FAM53A	152877	0.2164	0.1647	family with sequence similarity 53, member A
5919	ADAMTS3	9508	0.2162	0.2136	ADAM metallopeptidase with thrombospondin type 1 motif, 3
5920	FOXQ1	94234	0.2162	0.1808	forkhead box Q1
5921	CRLF1	9244	0.2162	0.2965	cytokine receptor-like factor 1
5922	FAM167B	84734	0.2162	0.3434	family with sequence similarity 167, member B
5923	TEKT1	83659	0.2162	0.2913	tektin 1
5924	DPF1	8193	0.2162	0.3798	D4, zinc and double PHD fingers family 1
5925	ZC3H12A	80149	0.2162	0.2934	zinc finger CCCH-type containing 12A
5926	YIPF2	78992	0.2162	0.3944	Yip1 domain family, member 2
5927	RORB	6096	0.2162	0.2333	RAR-related orphan receptor B
5928	IQCC	55721	0.2162	0.3317	IQ motif containing C
5929	NAT8B	51471	0.2162	0.2943	N-acetyltransferase 8B (GCN5-related, putative, gene/pseudogene)
5930	ARR3	407	0.2162	0.3709	arrestin 3, retinal (X-arrestin)
5931	FAS	355	0.2162	0.3958	Fas (TNF receptor superfamily, member 6)
5932	KRTAP8-1	337879	0.2162	0.3064	keratin associated protein 8-1
5933	HIP1	3092	0.2162	0.2790	huntingtin interacting protein 1
5934	GYPC	2995	0.2162	0.2876	glycophorin C (Gerbich blood group)
5935	OR12D2	26529	0.2162	0.3477	olfactory receptor, family 12, subfamily D, member 2
5936	RHOXF1	158800	0.2162	0.2495	Rhox homeobox family, member 1
5937	KRT72	140807	0.2162	0.2968	keratin 72
5938	CLCN2	1181	0.2162	0.3109	chloride channel, voltage-sensitive 2
5939	GRM6	2916	0.2155	0.3027	glutamate receptor, metabotropic 6
5940	TCAP	8557	0.2154	0.3557	titin-cap (telethonin)
5941	SLC25A31	83447	0.2154	0.1354	solute carrier family 25 (mitochondrial carrier; adenine nucleotide translocator), member 31
5942	C10ORF68	79741	0.2154	0.3263	chromosome 10 open reading frame 68
5943	HNF1A	6927	0.2154	0.3784	HNF1 homeobox A
5944	STARD9	57519	0.2154	0.2660	StAR-related lipid transfer (START) domain containing 9
5945	BSPRY	54836	0.2154	0.2724	B-box and SPRY domain containing
5946	PLIN1	5346	0.2154	0.3412	perilipin 1
5947	HMP19	51617	0.2154	0.3243	HMP19 protein
5948	C9ORF53	51198	0.2154	0.3650	chromosome 9 open reading frame 53
5949	SHROOM2	357	0.2154	0.1941	shroom family member 2
5950	EYS	346007	0.2154	0.1036	eyes shut homolog (Drosophila)
5951	HTR7	3363	0.2154	0.3698	5-hydroxytryptamine (serotonin) receptor 7, adenylate cyclase-coupled
5952	HOXD4	3233	0.2154	0.2507	homeobox D4
5953	KCNIP2	30819	0.2154	0.3816	Kv channel interacting protein 2
5954	ANXA3	306	0.2154	0.3554	annexin A3
5955	RAX	30062	0.2154	0.3807	retina and anterior neural fold homeobox
5956	TBATA	219793	0.2154	0.3079	thymus, brain and testes associated
5957	ATAD3C	219293	0.2154	0.2670	ATPase family, AAA domain containing 3C
5958	PATE1	160065	0.2154	0.3017	prostate and testis expressed 1
5959	GPR112	139378	0.2154	0.2372	G protein-coupled receptor 112
5960	CD160	11126	0.2154	0.2691	CD160 molecule
5961	PRR4	11272	0.2150	0.3156	proline rich 4 (lacrimal)
5962	SDR42E1	93517	0.2146	0.1602	short chain dehydrogenase/reductase family 42E, member 1
5963	GALR2	8811	0.2146	0.3186	galanin receptor 2
5964	NAPA	8775	0.2146	0.3658	N-ethylmaleimide-sensitive factor attachment protein, alpha
5965	TCTN2	79867	0.2146	0.2650	tectonic family member 2
5966	FSD1	79187	0.2146	0.3075	fibronectin type III and SPRY domain containing 1
5967	ZNF70	7621	0.2146	0.2069	zinc finger protein 70
5968	VAMP2	6844	0.2146	0.3471	vesicle-associated membrane protein 2 (synaptobrevin 2)
5969	GPRC5D	55507	0.2146	0.3509	G protein-coupled receptor, family C, group 5, member D
5970	RASIP1	54922	0.2146	0.3236	Ras interacting protein 1
5971	PER1	5187	0.2146	0.3715	period homolog 1 (Drosophila)
5972	C1ORF186	440712	0.2146	0.2616	chromosome 1 open reading frame 186
5973	CLUL1	27098	0.2146	0.2803	clusterin-like 1 (retinal)
